  SPEAKER   |   GENDER   | PARTITION  |  MINUTES   |  BOOK ID   |             TITLE              |            CHAPTER            
   10065    |     M      |   train    |   5.812    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 5          
   10065    |     M      |   train    |   3.013    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 9          
   10065    |     M      |   train    |   4.209    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |          Chapitre 10          
   10065    |     M      |   train    |   4.364    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 6          
   10065    |     M      |   train    |   4.634    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 7          
   10065    |     M      |   train    |   2.983    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |          Chapitre 11          
   10065    |     M      |   train    |   2.729    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 4          
   10065    |     M      |   train    |   2.532    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 3          
   10065    |     M      |   train    |   5.144    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |          Chapitre 16          
   10065    |     M      |   train    |   2.759    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 2          
   10065    |     M      |   train    |   2.929    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |          Chapitre 15          
   10065    |     M      |   train    |   3.306    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |          Chapitre 12          
   10065    |     M      |   train    |   2.879    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |          Chapitre 14          
   10065    |     M      |   train    |   1.884    |   10612    | Bible (Fillion) Apocrypha/Deuterocanon: Livre de Judith |           Chapitre 1          
   10065    |     M      |   train    |   5.062    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 2          
   10065    |     M      |   train    |   3.020    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 5          
   10065    |     M      |   train    |   3.240    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Chapitre 14          
   10065    |     M      |   train    |   2.665    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Chapitre 10          
   10065    |     M      |   train    |   4.725    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Chapitre 16          
   10065    |     M      |   train    |   11.920   |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Introduction         
   10065    |     M      |   train    |   2.841    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 4          
   10065    |     M      |   train    |   1.602    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Chapitre 12          
   10065    |     M      |   train    |   3.266    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Chapitre 15          
   10065    |     M      |   train    |   2.891    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 6          
   10065    |     M      |   train    |   3.963    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Chapitre 13          
   10065    |     M      |   train    |   6.383    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 9          
   10065    |     M      |   train    |   2.124    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 7          
   10065    |     M      |   train    |   4.605    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 8          
   10065    |     M      |   train    |   2.989    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 3          
   10065    |     M      |   train    |   4.462    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |           Chapitre 1          
   10065    |     M      |   train    |   2.244    |   10699    | Bible (Fillion) Deuterocanon: Livre d'Esther |          Chapitre 11          
   10065    |     M      |   train    |   2.772    |   10849    | Bible (Fillion) 18: Livre de Job |           Chapitre 5          
   10065    |     M      |   train    |   2.468    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 37          
   10065    |     M      |   train    |   3.506    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 21          
   10065    |     M      |   train    |   2.697    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 14          
   10065    |     M      |   train    |   2.981    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 20          
   10065    |     M      |   train    |   1.994    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 35          
   10065    |     M      |   train    |   4.649    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 34          
   10065    |     M      |   train    |   1.739    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 17          
   10065    |     M      |   train    |   1.974    |   10849    | Bible (Fillion) 18: Livre de Job |           Chapitre 2          
   10065    |     M      |   train    |   3.695    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 36          
   10065    |     M      |   train    |   3.064    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 13          
   10065    |     M      |   train    |   2.174    |   10849    | Bible (Fillion) 18: Livre de Job |           Chapitre 8          
   10065    |     M      |   train    |   3.325    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 39          
   10065    |     M      |   train    |   2.312    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 12          
   10065    |     M      |   train    |   2.155    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 41          
   10065    |     M      |   train    |   1.984    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 22          
   10065    |     M      |   train    |   3.996    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 30          
   10065    |     M      |   train    |   19.556   |   10849    | Bible (Fillion) 18: Livre de Job |          Introduction         
   10065    |     M      |   train    |   3.455    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 33          
   10065    |     M      |   train    |   2.611    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 29          
   10065    |     M      |   train    |   2.418    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 32          
   10065    |     M      |   train    |   0.771    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 25          
   10065    |     M      |   train    |   2.535    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 42          
   10065    |     M      |   train    |   2.502    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 16          
   10065    |     M      |   train    |   4.388    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 31          
   10065    |     M      |   train    |   2.996    |   10849    | Bible (Fillion) 18: Livre de Job |           Chapitre 6          
   10065    |     M      |   train    |   1.548    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 26          
   10065    |     M      |   train    |   2.892    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 19          
   10065    |     M      |   train    |   2.137    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 18          
   10065    |     M      |   train    |   2.505    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 27          
   10065    |     M      |   train    |   3.145    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 28          
   10065    |     M      |   train    |   3.000    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 15          
   10065    |     M      |   train    |   2.399    |   10849    | Bible (Fillion) 18: Livre de Job |           Chapitre 3          
   10065    |     M      |   train    |   2.574    |   10849    | Bible (Fillion) 18: Livre de Job |           Chapitre 7          
   10065    |     M      |   train    |   1.848    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 23          
   10065    |     M      |   train    |   3.801    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 38          
   10065    |     M      |   train    |   2.397    |   10849    | Bible (Fillion) 18: Livre de Job |          Chapitre 11          
   10065    |     M      |   train    |   21.161   |    9061    |   Enfants du capitaine Grant   | III 12 Les funérailles d’un chef maori
   10065    |     M      |   train    |   21.295   |    9061    |   Enfants du capitaine Grant   |  III 13 Les dernières heures  
    1817    |     M      |   train    |   3.977    |    1028    |   Mille et une nuits, tome 1   | 126 - Cent vingt-sixième nuit 
    1817    |     M      |   train    |   5.810    |    1028    |   Mille et une nuits, tome 1   |   120 - Cent-vingtième nuit   
    1817    |     M      |   train    |   4.705    |    1028    |   Mille et une nuits, tome 1   | 127 - Cent vingt-septième nuit. Histoire racontée par le médecin juif
    1817    |     M      |   train    |   5.271    |    1028    |   Mille et une nuits, tome 1   | 121 - Cent vingt et unième nuit
    1817    |     M      |   train    |   4.382    |    1028    |   Mille et une nuits, tome 1   | 125 - Cent vingt-cinquième nuit
    1817    |     M      |   train    |   6.691    |    1028    |   Mille et une nuits, tome 1   | 144 - Cent quarante-quatrième nuit. Histoire du premier frère du barbier
    1817    |     M      |   train    |   7.625    |    1028    |   Mille et une nuits, tome 1   | 132 - Cent trente-deuxième nuit
    1817    |     M      |   train    |   3.090    |    1028    |   Mille et une nuits, tome 1   | 133 - Cent trente-troisième nuit
    1817    |     M      |   train    |   4.446    |    1028    |   Mille et une nuits, tome 1   |   130 - Cent trentième nuit   
    1817    |     M      |   train    |   5.146    |    1028    |   Mille et une nuits, tome 1   | 145 - Cent quarante-cinquième nuit
    1817    |     M      |   train    |   5.139    |    1028    |   Mille et une nuits, tome 1   | 044 - Quarante-quatrième nuit 
    1817    |     M      |   train    |   8.735    |    1028    |   Mille et une nuits, tome 1   |  034 - Trente-quatrième nuit  
    1817    |     M      |   train    |   4.201    |    1028    |   Mille et une nuits, tome 1   |      012 - Douzième nuit      
    1817    |     M      |   train    |   4.531    |    1028    |   Mille et une nuits, tome 1   |      013 - Treizième nuit     
    1817    |     M      |   train    |   7.179    |    1028    |   Mille et une nuits, tome 1   | 143 - Cent quarante-troisième nuit . Histoire du barbier
    1817    |     M      |   train    |   4.275    |    1028    |   Mille et une nuits, tome 1   | 131 - Cent trente et unième nuit
    1817    |     M      |   train    |   2.476    |    1028    |   Mille et une nuits, tome 1   |    041 - Quarante et unième   
    1817    |     M      |   train    |   4.521    |    1028    |   Mille et une nuits, tome 1   | 129 - Cent vingt-neuvième nuit
    1817    |     M      |   train    |   5.574    |    1028    |   Mille et une nuits, tome 1   |  033 - Trente-troisième nuit  
    1817    |     M      |   train    |   3.816    |    1028    |   Mille et une nuits, tome 1   |  119 - Cent-dix-neuvième nuit 
    1817    |     M      |   train    |   4.193    |    1028    |   Mille et une nuits, tome 1   | 146 - Cent quarante-sixième nuit
    1817    |     M      |   train    |   7.824    |    1028    |   Mille et une nuits, tome 1   |  042 - Quarante-deuxième nuit 
    1817    |     M      |   train    |   3.444    |    1028    |   Mille et une nuits, tome 1   | 045 - Quarante-cinquième nuit 
    1817    |     M      |   train    |   3.660    |    1028    |   Mille et une nuits, tome 1   | 149 - Cent quarante-neuvième nuit
    1817    |     M      |   train    |   5.431    |    1028    |   Mille et une nuits, tome 1   | 123 - Cent vingt-troisième nuit
    1817    |     M      |   train    |   4.100    |    1028    |   Mille et une nuits, tome 1   |  118 - Cent-dix-huitième nuit 
    1817    |     M      |   train    |   4.816    |    1028    |   Mille et une nuits, tome 1   | 124 - Cent vingt-quatrième nuit
    1817    |     M      |   train    |   4.448    |    1028    |   Mille et une nuits, tome 1   | 122 - Cent vingt-deuxième nuit
    1817    |     M      |   train    |   6.758    |    1028    |   Mille et une nuits, tome 1   | 043 - Quarante-troisième nuit 
    1817    |     M      |   train    |   4.782    |    1028    |   Mille et une nuits, tome 1   |   032 - Trente-deuxième nuit  
    1817    |     M      |   train    |   4.273    |    1028    |   Mille et une nuits, tome 1   | 040 - Quarantième nuit. Histoire du second calender, fils de roi
    1817    |     M      |   train    |   5.887    |    1028    |   Mille et une nuits, tome 1   | 117 - Cent-dix-septième nuit. Histoire racontée par le pourvoyeur du sultan Casgar
    1817    |     M      |   train    |   4.864    |    1028    |   Mille et une nuits, tome 1   | 014 - Quatorzième nuit. Histoire du mari et du perroquet
    1817    |     M      |   train    |   5.451    |    1028    |   Mille et une nuits, tome 1   | 128 - Cent vingt-huitième nuit
    1817    |     M      |   train    |   19.132   |    1565    |   Mille et une nuits, tome 2   | 213e nuit Histoire de Sindbad le marin
    1817    |     M      |   train    |   11.172   |    1565    |   Mille et une nuits, tome 2   |           186e nuit           
    1817    |     M      |   train    |   7.481    |    1565    |   Mille et une nuits, tome 2   |           183e nuit           
    1817    |     M      |   train    |   23.642   |    1565    |   Mille et une nuits, tome 2   |        Quatrième partie       
    1817    |     M      |   train    |   11.070   |    1565    |   Mille et une nuits, tome 2   | 207e nuit Le prince Assad arrêté en entrant dans la ville des mages
    1817    |     M      |   train    |   9.065    |    1565    |   Mille et une nuits, tome 2   | 232e nuit   Septième et dernier voyage de Sindbad le marin
    1817    |     M      |   train    |   9.657    |    1565    |   Mille et une nuits, tome 2   | 210e nuit Suite de l'histoire du prince Assad
    1817    |     M      |   train    |   7.506    |    1565    |   Mille et une nuits, tome 2   |           217e nuit           
    1817    |     M      |   train    |   4.575    |    1565    |   Mille et une nuits, tome 2   |           228e nuit           
    1817    |     M      |   train    |   9.589    |    1565    |   Mille et une nuits, tome 2   | 194e nuit Suite de l'histoire de la princesse de la Chine
    1817    |     M      |   train    |   12.902   |    1565    |   Mille et une nuits, tome 2   |           204e nuit           
    1817    |     M      |   train    |   9.421    |    1565    |   Mille et une nuits, tome 2   |           192e nuit           
    1817    |     M      |   train    |   5.842    |    1565    |   Mille et une nuits, tome 2   |           179e nuit           
    1817    |     M      |   train    |   10.677   |    1565    |   Mille et une nuits, tome 2   |           206e nuit           
    1817    |     M      |   train    |   8.393    |    1565    |   Mille et une nuits, tome 2   |           209e nuit           
    1817    |     M      |   train    |   25.996   |    1565    |   Mille et une nuits, tome 2   |  Septième et dernière partie  
    1817    |     M      |   train    |   26.651   |    1565    |   Mille et une nuits, tome 2   |  Cinquième et dernière partie 
    1817    |     M      |   train    |   6.901    |    1565    |   Mille et une nuits, tome 2   |           182e nuit           
    1817    |     M      |   train    |   28.363   |    1565    |   Mille et une nuits, tome 2   | Quatrième partie Lettre du calife Haroun Alraschid à Mohammed Zinebi, roi de Syrie
    1817    |     M      |   train    |   8.954    |    1565    |   Mille et une nuits, tome 2   |           198e nuit           
    1817    |     M      |   train    |   20.360   |    1565    |   Mille et une nuits, tome 2   | Histoire de Ganem, fils d'Abou Aioub, surnommé l'esclave d'amour Première partie
    1817    |     M      |   train    |   10.985   |    1565    |   Mille et une nuits, tome 2   | 202e nuit  Suite de l'histoire du prince Camaralzaman depuis sa séparation d'avec la princesse Badoure
    1817    |     M      |   train    |   11.373   |    1565    |   Mille et une nuits, tome 2   |           190e nuit           
    1817    |     M      |   train    |   9.715    |    1565    |   Mille et une nuits, tome 2   |           180e nuit           
    1817    |     M      |   train    |   19.276   |    1565    |   Mille et une nuits, tome 2   |        Troisième partie       
    1817    |     M      |   train    |   10.544   |    1565    |   Mille et une nuits, tome 2   |           211e nuit           
    1817    |     M      |   train    |   7.011    |    1565    |   Mille et une nuits, tome 2   | 214e nuit Premier voyage de Sindbad le marin
    1817    |     M      |   train    |   5.545    |    1565    |   Mille et une nuits, tome 2   | 216e nuit Second voyage de Sindbad le marin
    1817    |     M      |   train    |   9.731    |    1565    |   Mille et une nuits, tome 2   |           199e nuit           
    1817    |     M      |   train    |   24.966   |    1565    |   Mille et une nuits, tome 2   |         Sixième partie        
    1817    |     M      |   train    |   6.643    |    1565    |   Mille et une nuits, tome 2   |           231e nuit           
    1817    |     M      |   train    |   5.429    |    1565    |   Mille et une nuits, tome 2   | 177e nuit Lettre de Schemselnihar au prince de Perse
    1817    |     M      |   train    |   4.202    |    1565    |   Mille et une nuits, tome 2   |           223e nuit           
    1817    |     M      |   train    |   8.745    |    1565    |   Mille et une nuits, tome 2   |           212e nuit           
    1817    |     M      |   train    |   6.013    |    1565    |   Mille et une nuits, tome 2   |           230e nuit           
    1817    |     M      |   train    |   8.152    |    1565    |   Mille et une nuits, tome 2   | 229e nuit  Sixième voyage de Sindbad le marin
    1817    |     M      |   train    |   5.022    |    1565    |   Mille et une nuits, tome 2   |           227e nuit           
    1817    |     M      |   train    |   9.391    |    1565    |   Mille et une nuits, tome 2   |           191e nuit           
    1817    |     M      |   train    |   9.546    |    1565    |   Mille et une nuits, tome 2   |           203e nuit           
    1817    |     M      |   train    |   9.393    |    1565    |   Mille et une nuits, tome 2   |           196e nuit           
    1817    |     M      |   train    |   9.075    |    1565    |   Mille et une nuits, tome 2   | 193e nuit Suite de l'histoire de Camaralzaman
    1817    |     M      |   train    |   8.501    |    1565    |   Mille et une nuits, tome 2   |           168e nuit           
    1817    |     M      |   train    |   2.975    |    1565    |   Mille et une nuits, tome 2   | 222e nuit   Quatrième voyage de Sindbad le marin
    1817    |     M      |   train    |   11.089   |    1565    |   Mille et une nuits, tome 2   |           201e nuit           
    1817    |     M      |   train    |   9.214    |    1565    |   Mille et une nuits, tome 2   |           219e nuit           
    1817    |     M      |   train    |   4.349    |    1565    |   Mille et une nuits, tome 2   |           221e nuit           
    1817    |     M      |   train    |   3.565    |    1565    |   Mille et une nuits, tome 2   |           234e nuit           
    1817    |     M      |   train    |   8.752    |    1565    |   Mille et une nuits, tome 2   |           224e nuit           
    1817    |     M      |   train    |   8.287    |    1565    |   Mille et une nuits, tome 2   | 188e nuit Histoire des amours de Camaralzaman, prince de l'île des enfants de Khalédan, et de Badoure, princesse de la Chine
    1817    |     M      |   train    |   7.378    |    1565    |   Mille et une nuits, tome 2   |           215e nuit           
    1817    |     M      |   train    |   21.864   |    1565    |   Mille et une nuits, tome 2   |        Deuxième partie        
    1817    |     M      |   train    |   4.814    |    1565    |   Mille et une nuits, tome 2   |           189e nuit           
    1817    |     M      |   train    |   9.866    |    1565    |   Mille et une nuits, tome 2   | 195e nuit Histoire de Marazavan avec la suite de celle de Camaralzaman
    1817    |     M      |   train    |   22.933   |    1565    |   Mille et une nuits, tome 2   |        Cinquième partie       
    1817    |     M      |   train    |   7.619    |    1565    |   Mille et une nuits, tome 2   | 218e nuit  Troisième voyage de Sindbad le marin
    1817    |     M      |   train    |   6.822    |    1565    |   Mille et une nuits, tome 2   | 178e nuit Réponse du prince de Perse à Schemselnihar
    1817    |     M      |   train    |   11.387   |    1565    |   Mille et une nuits, tome 2   | 200e nuit  Séparation du prince Camaralzaman d'avec la princesse Badoure Histoire de la princesse Badoure après la séparation du prince Camaralzaman
    1817    |     M      |   train    |   12.108   |    1565    |   Mille et une nuits, tome 2   | 208e nuit Histoire du prince Amgiad et d'une dame de la ville des mages
    1817    |     M      |   train    |   10.025   |    1565    |   Mille et une nuits, tome 2   |           197e nuit           
    1817    |     M      |   train    |   8.077    |    1565    |   Mille et une nuits, tome 2   |           185e nuit           
    1817    |     M      |   train    |   7.605    |    1565    |   Mille et une nuits, tome 2   |           233e nuit           
    1817    |     M      |   train    |   9.993    |    1565    |   Mille et une nuits, tome 2   | 205e nuit Histoire des princes Amgiad et Assad
    1817    |     M      |   train    |   8.610    |    1565    |   Mille et une nuits, tome 2   |           184e nuit           
    1817    |     M      |   train    |   7.490    |    1565    |   Mille et une nuits, tome 2   | 226e nuit   Cinquième voyage de Sindbad le marin
    1817    |     M      |   train    |   4.391    |    1565    |   Mille et une nuits, tome 2   |           225e nuit           
    1817    |     M      |   train    |   5.234    |    1565    |   Mille et une nuits, tome 2   |           220e nuit           
    1817    |     M      |   train    |   9.108    |    1565    |   Mille et une nuits, tome 2   |           181e nuit           
    1817    |     M      |   train    |   22.307   |    1656    |         Chasse-galerie         |        Le Père Louison        
    1817    |     M      |   train    |   11.683   |    1902    |        Maîtres sonneurs        |       Troisième veillée       
    1817    |     M      |   train    |   24.748   |    1902    |        Maîtres sonneurs        |        Deuxième veillée       
    1817    |     M      |   train    |   12.035   |    2093    |  Messieurs les ronds-de-cuir   |  Deuxième Tableau,Chapitre 2  
    1817    |     M      |   train    |   13.689   |    2093    |  Messieurs les ronds-de-cuir   | Cinquième tableau, Chapitre premier
    1817    |     M      |   train    |   27.389   |    2093    |  Messieurs les ronds-de-cuir   |  Cinquième tableau,Chapitre 3 
    1817    |     M      |   train    |   10.318   |    2093    |  Messieurs les ronds-de-cuir   |  Deuxième Tableau,Chapitre 3  
    1817    |     M      |   train    |   17.683   |    2093    |  Messieurs les ronds-de-cuir   | Quatrième tableau,Chapitre deux
    1817    |     M      |   train    |   11.365   |    2093    |  Messieurs les ronds-de-cuir   | Troisième tableau, Chapitre trois
    1817    |     M      |   train    |   7.175    |    2093    |  Messieurs les ronds-de-cuir   | Troisième tableau,Chapitre deux
    1817    |     M      |   train    |   24.586   |    2093    |  Messieurs les ronds-de-cuir   | Sixième tableau,Chapitre deux 
    1817    |     M      |   train    |   11.698   |    2093    |  Messieurs les ronds-de-cuir   | Quatrième tableau, Chapitre premier
    1817    |     M      |   train    |   11.009   |    2093    |  Messieurs les ronds-de-cuir   |    Deuxième Tableau, Chap 1   
    1817    |     M      |   train    |   14.809   |    2093    |  Messieurs les ronds-de-cuir   | Troisième tableau,Chapitre premier
    1817    |     M      |   train    |   13.252   |    2093    |  Messieurs les ronds-de-cuir   | Sixième tableau,Chapitre premier
    1817    |     M      |   train    |   12.300   |    2093    |  Messieurs les ronds-de-cuir   | Sixième tableau,Chapitre trois
    1817    |     M      |   train    |   13.752   |    2093    |  Messieurs les ronds-de-cuir   |    Premier Tableau, Chap 3    
    1817    |     M      |   train    |   13.308   |    2093    |  Messieurs les ronds-de-cuir   |    Premier Tableau, Chap 2    
    1817    |     M      |   train    |   11.265   |    2093    |  Messieurs les ronds-de-cuir   | Quatrième tableau,Chapitre trois
    1817    |     M      |   train    |   8.465    |    2093    |  Messieurs les ronds-de-cuir   | Cinquième tableau, Chapitre deux
    1817    |     M      |   train    |   8.160    |    2093    |  Messieurs les ronds-de-cuir   |    Premier Tableau, Chap 1    
    1817    |     M      |   train    |   6.371    |    2548    | Dictionnaire des idées reçues  |               I               
    1817    |     M      |   train    |   1.920    |    2548    | Dictionnaire des idées reçues  |              U-Y              
    1817    |     M      |   train    |   4.685    |    2548    | Dictionnaire des idées reçues  |              K-L              
    1817    |     M      |   train    |   31.653   |    2644    | Discours sur les sciences et les arts |            Partie 2           
    1817    |     M      |   train    |   26.697   |    2644    | Discours sur les sciences et les arts |            Partie 1           
    1817    |     M      |   train    |   1.992    |    2644    | Discours sur les sciences et les arts |            Préface            
    1817    |     M      |   train    |   18.352   |    2839    | Contes du Magasin des enfants  |        Aurore et Aimée        
    1817    |     M      |   train    |   19.852   |    2839    | Contes du Magasin des enfants  | Le Prince Fatal et le Prince Fortuné
    1817    |     M      |   train    |   25.147   |    2839    | Contes du Magasin des enfants  |       Le Prince Tity - 2      
    1817    |     M      |   train    |   4.470    |    2839    | Contes du Magasin des enfants  |          La Curiosité         
    1817    |     M      |   train    |   10.460   |    2839    | Contes du Magasin des enfants  | Conte du pêcheur et du voyageur
    1817    |     M      |   train    |   21.049   |    2839    | Contes du Magasin des enfants  |     Belote et Laidronette     
    1817    |     M      |   train    |   22.463   |    2839    | Contes du Magasin des enfants  |       Le Prince Tity - 1      
    1817    |     M      |   train    |   10.481   |    2839    | Contes du Magasin des enfants  |  La Veuve et ses deux filles  
    123     |     F      |   train    |   7.171    |    1028    |   Mille et une nuits, tome 1   | 071 - Soixante et onzième nuit. Histoire de la dame massacrée et du jeune homme son mari
    123     |     F      |   train    |   2.261    |    1028    |   Mille et une nuits, tome 1   | 083 - Quatre-vingt-troisième nuit
    123     |     F      |   train    |   2.814    |    1028    |   Mille et une nuits, tome 1   |    110 - Cent-dixième nuit    
